              U       eps         D  N_bath        e_1       e_2        e_3       V_1       V_2       V_3
4759   6.074452  0.648459  4.607352       3  -6.244248  0.148532   2.970456  0.812883  0.964266  1.158681
4760   7.014042  0.525548  2.883181       3  -3.206365  0.853597   2.559997  0.808725  0.737228  0.798717
4761   5.127901 -0.267793  4.734411       3  -2.392540 -0.992940   7.076282  1.045912  1.165960  0.748749
4762   6.477885 -0.560116  5.898881       3  -6.518155 -2.529048   5.279608  0.907237  1.138209  1.279354
4763   4.845791 -0.270553  4.531601       3  -3.309347  0.717968   5.753855  1.072226  1.107756  0.712822
4764   4.828836  0.131399  3.390149       3  -2.407598 -1.488573   4.372700  0.928663  0.782608  0.826647
4765   7.873059  0.368060  4.852944       3  -3.336916 -1.557299   6.368972  1.223900  0.805129  0.971245
4766   1.729231 -0.764992  7.096656       3  -4.534773 -3.793564   9.658538  1.152505  1.357333  1.160711
4767   2.393674 -0.017486  7.602859       3  -5.978305 -0.786810   9.227414  1.272663  1.414396  1.104510
4768   7.963053 -0.861725  6.136796       3  -4.325074 -3.140616   7.948518  1.146038  1.160451  1.116582
4769   3.987820 -0.619706  5.193749       3  -3.483126 -0.579000   6.904373  1.140770  1.115453  0.872268
4770   4.542719  0.042966  2.300775       3  -1.652012 -0.919320   2.949538  0.696048  0.735143  0.663174
4771   6.889411 -0.024016  6.363515       3  -5.014800 -4.098827   7.712229  0.926231  1.311802  1.213430
4772   5.425813 -0.234913  2.235282       3  -1.872220  0.033492   2.598344  0.683571  0.791928  0.573240
4773   1.441806 -0.297375  5.999569       3  -7.528103  0.035504   4.471035  0.931539  1.225770  1.203814
4774   6.117654 -0.499065  5.069640       3  -4.977277 -0.794924   5.162004  1.129151  0.791581  1.151456
4775   3.953347  0.284412  2.608418       3  -2.119913 -1.892727   3.096922  0.828806  0.558990  0.813131
4776   2.321493  0.891048  4.263533       3  -4.668854 -0.797932   3.858212  0.851814  0.959319  1.033619
4777   4.261831 -0.550743  7.330038       3  -7.102836 -6.174734   7.557241  1.128714  1.099103  1.477980
4778   1.899241 -0.512940  3.251204       3  -3.341863  0.970826   3.160546  0.901933  0.756162  0.827356
4779   5.066783 -0.240918  7.374964       3  -9.062356  1.605605   5.687573  1.187623  1.202181  1.356230
4780   5.030751  0.930018  5.287614       3  -3.051675 -2.150595   7.523553  1.044883  1.193486  0.921959
4781   1.886128 -0.539558  7.931631       3  -9.333534  4.277652   6.529727  1.334488  1.447890  1.082677
4782   6.664522 -0.781709  5.818117       3  -6.090135 -1.367123   5.546099  1.155646  0.850610  1.282527
4783   7.067236  0.493036  3.328711       3  -2.686043  0.316067   3.971380  0.976516  0.752062  0.774560
4784   6.390120 -0.785550  2.230446       3  -2.005769 -1.835563   2.455123  0.518885  0.729773  0.786216
4785   7.527078 -0.168043  3.480095       3  -2.923286 -1.401004   4.036905  0.898943  0.781273  0.892755
4786   5.856898  0.093810  3.335749       3  -2.052970 -1.748882   4.618528  0.950171  0.770967  0.791447
4787   4.538979  0.703372  7.385684       3  -7.720968  2.336478   7.050399  1.340730  1.183057  1.226659
4788   7.113450 -0.709980  3.591815       3  -3.069680 -2.070069   4.113950  0.661036  1.006769  0.914368
4789   7.856584 -0.373750  3.002917       3  -3.138977 -0.285827   2.866857  0.688270  0.914316  0.775904
4790   6.923523  0.877838  6.438214       3  -8.956514  3.617309   3.919915  1.096102  1.403756  0.962666
4791   5.772568  0.754684  2.845279       3  -2.128871 -0.661955   3.561686  0.729965  0.899755  0.684801
4792   6.844676 -0.846607  6.578170       3  -5.791936 -0.395972   7.364404  1.232724  1.182321  1.127076
4793   2.613168  0.507665  3.484263       3  -4.125962  2.492564   2.842564  0.938633  0.688136  0.929293
4794   5.027055 -0.609784  2.150185       3  -2.245659  0.194424   2.054711  0.644543  0.742673  0.633918
4795   3.062619  0.958203  4.727508       3  -5.189013  2.331011   4.266002  1.081271  0.960395  0.958185
4796   3.818582  0.262601  4.134203       3  -4.237467 -0.748073   4.030939  0.978812  0.749882  1.054286
4797   2.154078  0.586822  4.564332       3  -3.261619 -3.073798   5.867046  0.791627  1.125581  1.006051
4798   3.911703 -0.976338  7.548312       3  -6.614596 -4.643245   8.482028  0.957386  1.432191  1.355598
4799   5.994620  0.145181  3.858882       3  -3.655380  2.583230   4.062385  1.056116  0.962947  0.643423
4800   3.076094  0.877084  2.838407       3  -2.635783 -0.754074   3.041032  0.747723  0.782077  0.797654
4801   1.607887 -0.276881  2.406488       3  -2.398368  0.440693   2.414608  0.710076  0.802901  0.618999
4802   6.321501  0.353497  7.507683       3 -10.141214  2.134686   4.874153  1.073171  1.480314  1.198547
4803   4.397800  0.021081  3.639629       3  -2.557094  0.870986   4.722165  1.115160  0.700391  0.763499
4804   3.711709 -0.882582  4.683579       3  -5.266702 -1.809251   4.100456  0.766431  1.066652  1.120936
4805   4.285911 -0.975380  6.683019       3  -9.983514  2.867035   3.382524  1.003176  1.350379  1.193589
4806   2.177130  0.056499  7.704138       3  -5.177234 -3.320582  10.231041  1.253055  1.384758  1.190338
4807   7.798162 -0.652909  5.839299       3  -6.147736 -0.275329   5.530862  1.006627  1.225962  1.095962
4808   2.362046 -0.495491  3.274831       3  -2.449151  0.681178   4.100511  0.932032  0.914440  0.616390
4809   5.820976  0.492087  4.685751       3  -3.632673 -1.252311   5.738828  1.053670  0.980033  0.955174
4810   5.073470  0.301860  5.159404       3  -4.850848  0.210295   5.467959  1.084061  1.053330  0.999943
4811   7.475994 -0.949920  3.294472       3  -2.744227 -0.899048   3.844717  0.831089  0.860502  0.816183
4812   6.694193  0.633616  7.648013       3 -10.367159  4.031045   4.928867  1.213563  1.280029  1.325770
4813   6.910930 -0.725953  6.030103       3  -5.154629 -4.266075   6.905578  1.026800  1.111202  1.244908
4814   3.524787 -0.921809  7.461813       3  -6.918023  1.221432   8.005604  1.372378  1.209339  1.185081
4815   4.755899  0.069505  6.794724       3  -8.936261  0.776260   4.653188  1.010140  1.270869  1.300064
4816   2.557088 -0.478066  2.383279       3  -1.574622 -1.173345   3.191935  0.642664  0.811442  0.667673
4817   6.246871 -0.611567  3.301272       3  -3.608618  2.161537   2.993926  0.924784  0.880636  0.686229
4818   4.406904 -0.086492  3.170176       3  -1.879177 -1.298267   4.461175  0.997698  0.683713  0.745205
4819   5.380811 -0.020870  7.429073       3  -8.629122 -0.076756   6.229025  1.030064  1.473717  1.223364
4820   5.568279  0.207107  4.355389       3  -5.087902  2.605576   3.622876  1.044243  0.733036  1.070020
4821   2.908208  0.546429  2.739339       3  -2.406155 -2.022591   3.072523  0.779150  0.631557  0.859057
4822   1.981130 -0.701924  3.718282       3  -4.081216 -0.166610   3.355348  0.854916  0.843746  0.961428
4823   4.461176 -0.324077  7.164705       3  -8.749109  4.213098   5.580301  1.297440  0.986822  1.379864
4824   3.266160 -0.818613  4.812848       3  -4.642457 -0.582775   4.983239  0.981210  1.038346  1.011445
4825   4.055810 -0.800999  2.606894       3  -2.386964  0.861585   2.826824  0.883190  0.563720  0.749530
4826   1.178149  0.750480  7.894403       3  -5.822570 -3.897806   9.966235  1.306979  1.291289  1.284566
4827   1.957817 -0.816631  3.011668       3  -3.596855  1.196746   2.426480  0.809614  0.756689  0.830202
4828   7.808029 -0.712710  7.620975       3  -9.957365  2.490882   5.284584  1.152780  1.388230  1.263163
4829   3.647076 -0.209235  5.945116       3  -6.875415 -0.739201   5.014816  1.062310  0.983156  1.299877
4830   4.726584  0.326896  5.682744       3  -5.180634 -0.868440   6.184854  1.194962  0.933476  1.148232
4831   7.159798 -0.004316  7.561265       3  -7.307990  6.771201   7.814539  1.553648  1.033021  1.154425
4832   3.559084 -0.470070  5.528537       3  -5.706625  2.411446   5.350449  1.170361  1.119886  0.946407
4833   6.541538  0.079127  4.036490       3  -2.505574 -0.953641   5.567407  0.893413  1.098075  0.752167
4834   1.322359 -0.643212  6.590010       3  -5.850083 -3.108147   7.329936  1.163574  1.111994  1.266844
4835   7.977918 -0.627937  6.813518       3  -3.685586 -2.886610   9.941450  1.258374  1.295926  1.036673
4836   6.455272  0.821489  4.939168       3  -5.530417 -0.433832   4.347919  0.896470  1.094926  1.068574
4837   3.717264  0.030812  7.149175       3  -8.014807 -1.517464   6.283542  1.130411  1.150593  1.396285
4838   3.874955  0.379507  2.201281       3  -2.223841  1.191467   2.178721  0.754654  0.743633  0.528096
4839   4.708921  0.526389  4.835679       3  -5.601639  3.588373   4.069719  1.120972  0.883557  1.020411
4840   4.945746  0.242873  2.989795       3  -1.823321 -0.685423   4.156270  0.834665  0.879496  0.658167
4841   5.902860  0.026781  5.016980       3  -6.047067  1.871523   3.986894  0.987340  1.181365  0.907438
4842   6.459598  0.050160  5.317585       3  -5.320729 -0.117231   5.314441  1.172186  0.788604  1.178713
4843   3.363339  0.963531  7.207151       3 -11.244318  2.856914   3.169983  0.982828  1.408477  1.280023
4844   5.749953 -0.927675  6.499509       3  -5.546344  2.934493   7.452674  1.403561  1.075812  1.005168
4845   1.005986 -0.511116  6.015299       3  -7.954968  2.938198   4.075630  1.084581  1.131274  1.171905
4846   1.438035  0.404675  2.214249       3  -2.168828 -0.152930   2.259670  0.684446  0.678511  0.693391
4847   1.084342  0.418960  5.878113       3  -5.995729  0.756928   5.760497  1.094335  1.222478  1.024745
4848   3.658085 -0.305576  3.716211       3  -4.579036  1.478692   2.853386  0.869563  0.906896  0.887251
4849   1.925364 -0.302332  6.910229       3  -6.370209 -1.232202   7.450248  1.287920  1.065144  1.267248
4850   1.787256 -0.138273  6.853185       3  -5.980254  0.761189   7.726116  1.353533  1.111020  1.138619
4851   3.941450  0.136521  7.553564       3  -7.066876 -4.070158   8.040251  1.193436  1.189898  1.403068
4852   6.245211  0.345971  4.015929       3  -3.824964  0.210785   4.206895  0.850854  1.111930  0.772191
4853   2.477599  0.274357  2.262912       3  -2.942699  0.107116   1.583124  0.615274  0.619995  0.823201
4854   7.052652 -0.786441  2.521483       3  -3.169457  0.362152   1.873509  0.661419  0.728107  0.798505
4855   4.408395  0.228427  6.614939       3  -7.106537  1.012868   6.123341  1.250096  1.000126  1.283826
4856   1.600613 -0.587007  2.286332       3  -3.088208  0.721994   1.484457  0.616775  0.743226  0.723000
4857   7.985543  0.176552  4.649471       3  -4.197734 -0.490864   5.101209  0.840067  1.235561  0.853007
4858   1.870082  0.645612  7.961472       3  -6.992089  1.804381   8.930855  1.527918  1.065643  1.264240
4859   6.491111  0.962434  6.010837       3  -7.048795 -0.929111   4.972878  1.069621  0.945432  1.337418
4860   3.764856  0.826260  7.194706       3  -3.419925 -2.775520  10.969487  1.483282  1.162809  1.013925
4861   5.173535  0.159579  6.446737       3  -7.471118  0.643853   5.422356  0.970441  1.454661  1.022901
4862   6.053314  0.706622  6.461502       3  -3.251558 -2.141677   9.671447  1.302175  1.229952  0.951356
4863   3.583378 -0.808055  2.592569       3  -2.767711 -2.298037   2.417427  0.582780  0.687513  0.915519
4864   5.177249  0.860639  3.364772       3  -2.752982 -0.266303   3.976561  0.892719  0.862326  0.775582
4865   4.495251 -0.597966  7.830118       3  -8.366037  5.952066   7.294199  1.490090  1.087982  1.257273
4866   5.825288  0.292005  2.020179       3  -2.868979  0.967202   1.171379  0.588743  0.720639  0.648188
4867   6.840324 -0.680865  2.521134       3  -2.075867 -0.838875   2.966402  0.763936  0.691282  0.737249
4868   3.614105 -0.909378  4.573715       3  -4.780303 -1.796483   4.367127  0.916023  0.904291  1.120213
4869   6.048356 -0.949204  7.324387       3 -10.633468  3.835190   4.015305  1.124677  1.036614  1.524264
4870   6.529304 -0.521960  5.172476       3  -6.327437  2.773344   4.017515  1.064699  1.098887  0.975584
4871   3.130630  0.649825  2.247836       3  -1.694118 -1.292923   2.801555  0.721883  0.637938  0.709180
4872   7.280363 -0.916712  6.853148       3  -5.071199  0.650402   8.635098  1.474955  0.991889  1.097048
4873   5.350359 -0.919591  4.866896       3  -5.289934  1.208398   4.443858  1.047527  0.976892  1.023098
4874   1.102846 -0.387224  4.522290       3  -6.067604  2.755920   2.976976  0.964976  0.819712  1.129545
4875   4.754860 -0.864904  3.304506       3  -2.626126 -1.419718   3.982887  0.762541  0.916286  0.826235
4876   3.257116  0.450286  7.189192       3  -5.205789 -3.472285   9.172595  1.316092  1.162085  1.222391
4877   3.896296 -0.472375  6.176385       3  -6.410636 -0.715478   5.942135  0.937552  1.370587  1.083741
4878   7.725412  0.699896  6.514408       3  -4.077089  0.873102   8.951727  1.512819  0.951018  0.976803
4879   5.312868  0.542974  6.437132       3  -7.087873  5.658224   5.786391  1.354337  0.875823  1.223401
4880   7.164623 -0.817964  2.298190       3  -3.050980  0.946007   1.545401  0.647275  0.747940  0.696199
4881   2.532654 -0.984776  5.828398       3  -6.459384  4.539609   5.197412  1.261100  1.065081  0.992825
4882   4.854997 -0.494148  4.111572       3  -3.576601  0.660386   4.646542  0.944471  1.100439  0.717297
4883   2.963303  0.812055  7.178726       3  -7.212424  0.551241   7.145027  1.143089  1.451568  1.075368
4884   4.165514 -0.469549  6.730954       3  -6.617223 -2.835660   6.844685  0.872346  1.404128  1.245992
4885   2.609295  0.229655  7.689919       3  -5.064641 -0.597871  10.315196  1.526192  1.159617  1.105251
4886   4.919462  0.732521  5.579518       3  -7.445737 -0.810576   3.713299  0.875153  1.013096  1.326566
4887   4.693176 -0.302602  3.356442       3  -5.281459  1.374295   1.431425  0.668431  1.018958  0.807280
4888   7.698855 -0.464656  5.278470       3  -5.447515  0.443760   5.109426  1.137165  0.868338  1.145960
4889   3.253192  0.652460  6.898545       3  -4.914102 -4.343663   8.882988  1.142391  1.260217  1.224151
4890   6.708429 -0.593973  4.311685       3  -5.693551  1.450146   2.929820  0.886758  0.923218  1.051776
4891   3.635298 -0.148675  7.481197       3  -4.017261 -3.009775  10.945133  1.215214  1.467007  1.064811
4892   6.106057 -0.912485  7.408910       3  -4.405630 -1.237330  10.412190  1.330336  1.401630  0.991109
4893   3.544652 -0.718076  7.855678       3  -5.237374  0.971900  10.473981  1.494805  1.348344  0.973963
4894   2.276105 -0.809543  4.432671       3  -4.088249 -1.744806   4.777094  1.037113  0.777745  1.068380
4895   2.874367 -0.236911  3.449521       3  -3.992973 -0.862830   2.906070  0.737541  0.835191  0.976997
4896   7.286590 -0.013542  2.877101       3  -2.803228 -0.166290   2.950973  0.822255  0.697053  0.818311
4897   2.310790 -0.751788  6.192379       3  -4.435901 -0.601755   7.948857  1.302405  1.099039  1.018846
4898   4.162611  0.061739  2.247295       3  -3.072943  1.029778   1.421647  0.641347  0.687403  0.739474
4899   2.487625  0.540434  5.997605       3  -6.043077  0.048803   5.952133  0.960421  1.405517  0.959326
4900   5.546669  0.295686  3.675146       3  -3.669836 -1.419382   3.680456  0.851775  0.801759  0.985562
4901   2.135538  0.758240  2.315984       3  -2.244735 -1.152499   2.387232  0.686251  0.614895  0.790800
4902   2.212586 -0.295902  3.694777       3  -4.558204  2.416484   2.831351  0.929177  0.821387  0.902287
4903   4.432140  0.708501  3.188930       3  -2.364829 -0.603165   4.013031  0.799827  0.938624  0.713722
4904   6.258434 -0.081722  2.325418       3  -3.202047  0.274866   1.448790  0.557562  0.771629  0.757707
4905   2.587201  0.527004  5.709856       3  -6.877759  0.056576   4.541952  0.937360  1.201600  1.145653
4906   2.617767 -0.704964  2.006553       3  -1.552371 -0.156204   2.460735  0.639198  0.758031  0.542427
4907   7.391601 -0.923270  3.531577       3  -2.965383 -2.792546   4.097771  0.901209  0.710302  0.965176
4908   3.266545 -0.605936  6.160876       3  -6.263100 -2.170696   6.058653  0.991054  1.190357  1.234098
4909   3.568300 -0.732667  3.292051       3  -5.041145  1.435893   1.542958  0.689774  0.971585  0.822204
4910   2.533829 -0.510535  2.679790       3  -3.048585  0.693223   2.310995  0.776789  0.661820  0.815230
4911   2.574632  0.416494  7.516325       3  -6.811551  2.853252   8.221100  1.516590  0.941931  1.264026
4912   7.560938 -0.965519  7.718316       3  -7.041779 -3.347234   8.394853  1.313607  1.115545  1.394141
4913   6.381873 -0.588895  7.217163       3  -8.490744  0.507886   5.943582  1.065064  1.418317  1.203580
4914   1.104490 -0.630028  7.184324       3 -11.342400  2.937936   3.026249  0.975107  1.423361  1.263682
4915   5.156863  0.418656  4.033960       3  -2.182890 -1.409581   5.885031  1.009008  0.972535  0.777289
4916   2.957211 -0.990532  4.978602       3  -5.941990 -0.759854   4.015213  0.842707  1.088241  1.129182
4917   5.051324 -0.598217  5.131172       3  -4.291392 -0.856554   5.970952  0.845880  1.334657  0.877373
4918   5.713164 -0.484614  5.814684       3  -4.123826 -0.473043   7.505542  1.328117  0.954602  1.013204
4919   6.169041 -0.275730  4.383796       3  -5.504924  1.669776   3.262668  0.920657  1.025144  0.944607
4920   2.598958 -0.630659  5.060634       3  -7.143645  2.394293   2.977623  0.950548  0.876387  1.245032
4921   6.884493 -0.237539  6.093814       3  -5.651607 -3.422558   6.536020  1.093904  1.040042  1.265357
4922   6.386637 -0.109413  2.457500       3  -1.268095 -0.906142   3.646905  0.776414  0.776136  0.599405
4923   3.803686 -0.848093  4.246356       3  -4.812605 -1.747272   3.680106  0.822891  0.879444  1.119260
4924   6.950839  0.388349  6.703361       3  -5.256751 -0.437015   8.149970  1.320709  1.151957  1.093716
4925   5.516873  0.000137  3.882284       3  -5.102643  0.486590   2.661925  0.792285  0.885345  1.029556
4926   7.470292  0.888707  7.417196       3  -3.458529 -3.102247  11.375862  1.264419  1.439465  1.025241
4927   4.017572 -0.582154  2.570486       3  -4.104494  0.990098   1.036478  0.568221  0.883778  0.729715
4928   4.735664 -0.204159  5.420715       3  -5.748185  1.237900   5.093245  1.035475  1.242528  0.913701
4929   7.424225  0.323604  7.927550       3  -6.464618 -0.489802   9.390482  1.475849  1.140769  1.251939
4930   2.618215  0.289121  3.177505       3  -3.038875  1.902801   3.316135  0.949284  0.833267  0.653749
4931   7.963169  0.878960  4.445682       3  -3.751545 -2.410555   5.139819  0.872812  1.014656  1.019255
4932   2.767448 -0.573181  5.185910       3  -6.624664  1.208145   3.747157  0.968195  1.021333  1.149317
4933   6.219840  0.297428  2.410588       3  -2.172854 -0.462735   2.648321  0.701089  0.738008  0.706007
4934   1.757974  0.292682  7.751319       3  -8.142071 -3.091780   7.360567  1.216868  1.130819  1.474830
4935   2.299864  0.172236  2.093640       3  -1.721476  0.284812   2.465805  0.771667  0.603047  0.611323
4936   1.744428 -0.776119  5.265176       3  -5.137402 -3.835169   5.392950  0.838319  1.075602  1.221563
4937   7.442658  0.589161  4.459937       3  -4.768359  0.511589   4.151515  1.034276  0.785436  1.073614
4938   1.629663  0.660481  4.920885       3  -3.923099 -2.207389   5.918671  1.026885  1.002303  1.036160
4939   6.689690 -0.424989  2.531917       3  -2.285883 -0.784222   2.777952  0.664268  0.793566  0.735439
4940   1.461644 -0.733073  3.770827       3  -3.133805 -1.181417   4.407850  0.918442  0.868892  0.895585
4941   7.859288  0.757913  2.200756       3  -1.897809 -1.122794   2.503703  0.614112  0.713820  0.717197
4942   5.462056 -0.621483  5.873954       3  -4.978533 -4.631706   6.769376  1.019768  1.071796  1.245312
4943   4.777991 -0.515488  5.012986       3  -4.269909 -3.575543   5.756063  1.024158  0.917387  1.140556
4944   6.499862  0.875839  5.473587       3  -7.237177  2.454127   3.709996  1.008154  1.197659  1.016776
4945   5.203329 -0.900808  7.157958       3  -7.338673 -2.280773   6.977243  0.939225  1.438816  1.266712
4946   1.024254  0.864610  7.108842       3  -4.595956 -2.786824   9.621727  1.309587  1.242642  1.125367
4947   7.887057  0.741431  5.692929       3  -6.816138  2.854350   4.569720  1.131916  1.072680  1.091950
4948   3.150569 -0.019591  3.684926       3  -3.015781 -1.671796   4.354071  0.818083  0.936232  0.894487
4949   6.024287 -0.769727  7.030505       3  -4.445351 -1.321203   9.615658  1.482445  1.053408  1.080947
4950   5.789492  0.975317  3.115425       3  -3.086987  0.302348   3.143864  0.810294  0.868701  0.756389
4951   6.868395  0.119866  7.537412       3  -5.637664 -2.064545   9.437160  1.182692  1.450464  1.138358
4952   4.837974 -0.148627  6.768402       3  -7.769740  4.924586   5.767064  1.335905  0.905866  1.305245
4953   3.357921 -0.595877  3.102524       3  -2.896602 -2.010842   3.308445  0.738333  0.769780  0.915112
4954   2.631585 -0.381531  3.630749       3  -3.898267 -1.499856   3.363231  0.878350  0.668236  1.045643
4955   5.388099  0.146317  7.626837       3  -6.043440  0.516376   9.210233  1.470137  1.162628  1.158615
4956   1.458939 -0.834347  4.570516       3  -4.210229  3.441416   4.930803  1.211371  0.791613  0.903111
4957   1.753508  0.615111  5.843066       3  -9.085434  1.241144   2.600698  0.835331  1.057286  1.379920
4958   1.616211  0.357653  2.486101       3  -1.696215 -1.334633   3.275986  0.802697  0.655518  0.713214
4959   7.778791  0.607588  6.626258       3  -7.666796  1.328110   5.585721  1.073150  1.396275  1.056963
4960   6.975738  0.247591  7.205946       3  -9.114454  5.121260   5.297439  1.292222  1.157841  1.255792
4961   3.631061 -0.804897  6.729858       3  -4.022626 -3.674079   9.437090  1.397408  1.038805  1.119150
4962   5.834682 -0.888068  3.048258       3  -2.272498 -1.291144   3.824017  0.775697  0.856507  0.777991
4963   6.887948 -0.671573  2.993999       3  -2.054310 -1.884330   3.933688  0.832313  0.758768  0.798476
4964   6.991490  0.914854  5.340573       3  -4.720009 -1.931741   5.961136  1.069890  1.009342  1.111971
4965   7.178357 -0.113577  5.279076       3  -6.498364  3.897093   4.059788  1.129980  1.000214  1.040904
4966   5.741925 -0.599072  6.019726       3  -6.485361  5.467607   5.554092  1.326558  1.066279  0.967249
4967   1.912437 -0.293657  3.061432       3  -2.719070  0.196352   3.403795  0.835827  0.857130  0.718116
4968   5.350119  0.165335  7.708368       3  -9.578013  5.240130   5.838723  1.339655  1.282343  1.211702
4969   3.831304 -0.069155  4.273452       3  -3.086988  0.413707   5.459916  1.124930  0.894567  0.809226
4970   7.091734 -0.505488  5.526846       3  -4.161614 -3.011325   6.892078  0.951495  1.199221  1.083986
4971   1.609041  0.110675  3.183202       3  -3.500528  1.180032   2.865875  0.864501  0.789070  0.810244
4972   5.157179 -0.667306  3.182204       3  -3.054903 -0.109729   3.309505  0.815293  0.850643  0.798472
4973   2.307094 -0.651729  7.095115       3  -8.470449  3.887537   5.719780  1.281063  1.179187  1.218723
4974   6.174135 -0.746749  6.125905       3  -4.677045 -1.928207   7.574765  1.065732  1.282280  1.058227
4975   5.731082  0.217431  3.021437       3  -2.483506 -2.017644   3.559368  0.716787  0.819098  0.859536
4976   2.899573 -0.460589  7.411403       3  -6.448395 -4.815840   8.374410  1.092012  1.286663  1.367572
4977   1.765815  0.536238  7.202781       3  -5.645822 -2.576766   8.759740  1.462727  0.907949  1.273378
4978   6.331387  0.626262  5.470871       3  -5.830667 -0.958632   5.111076  0.924395  1.179996  1.111741
4979   7.886436 -0.438726  3.644225       3  -3.124782  0.246008   4.163668  1.011819  0.749016  0.857429
4980   2.012118 -0.455762  5.548671       3  -8.295638  2.085325   2.801704  0.873409  1.413441  0.878484
4981   7.432818 -0.268814  6.672376       3  -7.755923  0.270673   5.588830  1.073934  1.252965  1.234711
4982   2.957814 -0.765397  4.392949       3  -4.506244 -0.341197   4.279654  0.864448  1.081346  0.938114
4983   2.774997 -0.565965  5.638237       3  -8.410826  2.718927   2.865649  0.942598  1.348883  0.938849
4984   6.608129  0.377667  6.428663       3  -8.503611  3.061792   4.353715  1.101267  1.312301  1.075961
4985   3.201195  0.945692  6.903327       3  -9.567186  3.870809   4.239469  1.146852  1.131654  1.341225
4986   6.906588  0.460121  4.502094       3  -3.038698 -2.859971   5.965491  1.123644  0.805720  0.976914
4987   2.047243  0.065977  3.624877       3  -3.338350  0.679778   3.911403  0.912138  0.962605  0.740988
4988   7.003585  0.596060  4.329542       3  -3.600746  0.582054   5.058337  0.961633  1.151444  0.711132
4989   6.188191 -0.949457  6.002499       3  -6.326127  2.008694   5.678871  1.155221  1.243987  0.969159
4990   2.590122 -0.299936  4.709679       3  -5.584979 -0.336162   3.834379  0.767929  1.193609  0.991895
4991   1.883225 -0.544662  7.415668       3  -8.228391  6.309998   6.602945  1.441947  1.069023  1.224312
4992   6.594818 -0.154616  2.375655       3  -1.536775  0.130820   3.214536  0.840845  0.697991  0.564073
4993   1.214131  0.651556  3.559166       3  -3.913898 -1.332150   3.204434  0.755785  0.839164  0.995202
4994   2.513086 -0.512252  3.971653       3  -4.913590 -1.633327   3.029715  0.777072  0.783696  1.144733
4995   7.475977 -0.681757  2.617003       3  -3.647461  1.515709   1.586545  0.706006  0.696679  0.825973
4996   4.459448  0.230473  2.901346       3  -1.884000 -1.266126   3.918692  0.750483  0.875021  0.719839
4997   6.826712 -0.806153  2.397645       3  -1.564436 -1.068202   3.230854  0.738549  0.733965  0.665002
4998   6.355075  0.313952  3.544011       3  -3.205867  0.792956   3.882155  0.959646  0.849889  0.782915
4999   6.493661 -0.030611  3.110607       3  -3.734612  2.312997   2.486601  0.880379  0.767593  0.784861
5000   7.113540  0.420440  3.465470       3  -3.900892 -2.263587   3.030049  0.719661  0.764662  1.050507
5001   6.660124  0.696954  3.291962       3  -3.058104  0.045746   3.525820  0.856194  0.858132  0.791372
5002   4.214974 -0.946945  3.925830       3  -5.026189 -1.101825   2.825471  0.701627  0.902156  1.092289
5003   5.173674  0.375356  3.253902       3  -3.981606  1.356314   2.526197  0.801551  0.948212  0.727948
5004   6.753774 -0.022242  7.894395       3  -8.525622  3.887748   7.263167  1.394339  1.311570  1.166761
5005   4.117423  0.678666  5.209969       3  -4.242740 -2.452563   6.177198  1.156162  0.871864  1.104496
5006   4.898933 -0.683592  3.020481       3  -3.235788 -0.201530   2.805173  0.758802  0.798232  0.842581
5007   5.784482 -0.747240  6.414066       3  -6.633941  3.879185   6.194192  1.309010  1.196063  0.969148
5008   1.180886 -0.020688  7.456652       3  -7.484945 -3.934429   7.428359  1.206140  1.092709  1.448539
5009   2.710356  0.267007  3.565809       3  -3.473706  2.001647   3.657913  0.992341  0.879416  0.715509
5010   4.964298 -0.979918  6.270253       3  -8.209746  1.828564   4.330760  1.001202  1.372965  1.050871
5011   5.149042 -0.922160  7.596085       3  -3.871498 -2.519094  11.320671  1.330404  1.418687  1.026240
5012   1.706082 -0.378519  2.357443       3  -1.881603 -1.249655   2.833283  0.725037  0.659096  0.735329
5013   1.422408  0.635723  3.798528       3  -4.075830  1.217646   3.521226  0.957685  0.819589  0.910677
5014   2.688522 -0.776446  3.926721       3  -4.109433 -0.682211   3.744009  0.929522  0.762572  1.026792
5015   7.048250 -0.679902  2.329617       3  -2.825817  0.066088   1.833416  0.537426  0.881533  0.645873
5016   3.233375 -0.422399  4.867633       3  -3.740112  1.135457   5.995154  1.210579  0.941847  0.863860
5017   6.117355 -0.172961  5.854453       3  -5.828756  0.185933   5.880149  1.068995  1.224314  1.041809
5018   2.180845 -0.118927  5.305058       3  -7.571421  3.005802   3.038696  0.982001  0.970709  1.212726
5019   5.678748  0.703474  4.498457       3  -2.949756 -2.537117   6.047158  0.990800  0.994245  0.945303
5020   1.159500  0.968422  2.267404       3  -1.783014 -0.666955   2.751794  0.712288  0.699205  0.668753
5021   3.472454  0.398345  2.758180       3  -2.307436 -0.905615   3.208924  0.798742  0.716995  0.777072
5022   5.305829 -0.880209  2.902277       3  -2.129083 -1.177390   3.675472  0.706612  0.895632  0.739046
5023   5.335749 -0.672050  4.170221       3  -2.109610 -1.993646   6.230833  0.963296  1.034542  0.810326
5024   5.973091 -0.901111  7.164585       3  -8.575393  1.814611   5.753777  1.147883  1.367182  1.172303
5025   4.540711  0.952453  7.506300       3  -6.963536  0.701803   8.049064  1.395830  1.119859  1.255482
5026   2.951246 -0.241316  6.830078       3  -7.050288 -4.255725   6.609868  1.003407  1.174455  1.400712
